rang_taxinomique;N°_Taxinomique_BDNFF;N°_Nomenclatural_BDNFF;code_CATMINAT;NOM_SCIENTIFIQUE;CHOROLOGIE;inflorescence;sexualité;ordre_maturation;pollinisation;fruit;dissémination;couleur_fleur;macule;floraison;type_ligneux;Hauteur_végétative_maximum_[m];TYPE_BIOLOGIQUE;FORMATION_VEGETALE;CARACTERISATION_ECOLOGIQUE_(HABITAT_OPTIMAL);INDICATION_PHYTOSOCIOLOGIQUE_CARACTERISTIQUE;INDICATION_CARACTERISTIQUE_TRANSGRESSIVE;INDICATION_DIFFERENTIELLE_1;INDICATION_DIFFERENTIELLE_2;INDICATION_DIFFERENTIELLE_3;Lumière;Température;Continentalité;Humidité_atmosphérique;Humidité_édaphique;Réaction_du_sol_(pH);Niveau_trophique;Salinité;Texture;Matière_organique;Lichtzahl;Temperaturzahl;Kontinentalität;Feuchtzahl;Reaktionszahl;Nutrients;Salz;CLASSE_(-opsida);SUBCLASSE_(-idae);Clade_intermédiaire;SUPERORDRE_(-anae);Clade_intermédiaire;Clade_intermédiaire;Clade_intermédiaire;ORDRE_(-ales);FAMILLE_(-aceae);numSpA;numSpB;numSpH;nomA;nomB;nomH
subsp;2186;61729;08/70.0.1.2;Scleranthus annuus subsp. polycarpos (L.) Bonnier & Layens;méditerranéen(eury)-atlantique(eury);cyme bipare;hermaphrodite;;entomogame, autogame;capsule;épizoochore;vert;;4-6;;;test(hsto);thérophytaie;annuelles des tonsures acidophiles, mésothermes, médio-européennes;Teesdalio nudicaulis - Airenalia praecocis de Foucault 1999;;;;;8;7;4;3;3;3;1;0;5;1;9;4;3;2;3;1;0;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;0;0;1073;;;Scleranthus ann. polycarpos
esp;2187;61767;08/70.0.1.2;Scleranthus uncinatus Schur;européen méridional;cyme bipare;hermaphrodite;;entomogame, autogame;capsule;épizoochore;vert;;6-8;;;hbis;hémicryptophytaie;annuelles des tonsures acidophiles, mésothermes, médio-européennes;Teesdalio nudicaulis - Airenalia praecocis de Foucault 1999;;Ononidion cristatae Barbero 1968 em. Gaultier 1989;Loto maritimi - Mesobromopsenion erectae Royer 1987;(Deschampsion mediae);8;6;4;4;3;2;2;0;5;4;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;0;0;10879;;;Scleranthus uncinatus
esp;1817;67158;08/70.0.1.2;Teesdalia nudicaulis (L.) R.Br.;européen méridional;racème simple;hermaphrodite;homogame;entomogame, autogame;silique;anémochore;blanc;;4-6;;;tver;thérophytaie;annuelles des tonsures acidophiles, mésothermes, médio-européennes;Teesdalio nudicaulis - Airenalia praecocis de Foucault 1999;;;;;8;6;4;3;3;2;1;0;3;1;8;6;2;3;1;1;0;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Brassicales;Brassicaceae;0;0;1263;;;Teesdalia nudicaulis
esp;4703;5611;08/70.0.2;Aphanes minutiflora (Azn.) Holub;méditerranéen occidental;glomérules;hermaphrodite;;autogame;akène;barochore;vert;;3-6;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;;;;9;9;1;2;3;3;1;2;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Rosales;Rosaceae;0;0;11009;;;Alchemilla minutiflora
esp;6734;14797;08/70.0.2;Catapodium hemipoa (Delile ex Spreng.) Laínz;méditerranéen occidental;épi d'épillets;hermaphrodite;protandre;anémogame;caryopse;épizoochore;vert;;5-6;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;Catapodio rigidi subsp. hemipoae - Vulpion fasciculatae de Foucault 1999 prov. ;Valantio muralis - Galion muralis Brullo in Brullo & Marceno 1985;;9;9;1;2;3;3;2;2;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;11010;;;Desmazeria rig. hemipoa
subsp;6743;19102;08/70.0.2;Corynephorus articulatus (Desf.) P.Beauv.;méditerranéen;panicule d'épillets;hermaphrodite;;anémogame;caryopse;anémochore;vert;;4-6;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;;;;9;9;1;2;3;3;2;2;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;271;;;Corynephorus divaricatus
esp;6745;19120;08/70.0.2;Corynephorus divaricatus (Pourr.) Breistr. ;méditerranéen;panicule d'épillets;hermaphrodite;;anémogame;caryopse;anémochore;vert;;5-6;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;;;;9;9;1;2;3;3;2;2;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;271;;;Corynephorus divaricatus
esp;6762;21639;08/70.0.2;Dasypyrum villosum (L.) P.Candargy;méditerranéen;panicule d'épillets;hermaphrodite;;anémogame;caryopse;épizoochore;vert;;5-7;;;test;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;;;;9;9;1;2;2;3;3;2;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;11012;;;Dasypyrum villosum
esp;163;21759;08/70.0.2;Daucus muricatus (L.) L.;méditerranéen occidental;ombelle d'ombellules;hermaphrodite;;entomogame;akène;épizoochore;blanc;;6-7;;;test;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;;;;9;9;1;2;3;3;4;2;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Apiales;Apiaceae;0;0;11013;;;Daucus muricatus
esp;1367;23491;08/70.0.2;Echium arenarium Guss.;méditerranéen;racème de cymes unipares scorpioïdes;hermaphrodite;;entomogame;akène;barochore;bleu;;4-5;;;tver(hbis);thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;;;;9;9;1;2;3;3;4;2;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Boraginales;Boraginaceae;0;0;11015;;;Erodium chium
esp;3394;25048;08/70.0.2;Erodium botrys (Cav.) Bertol.;méditerranéen;racème de cymes unipares hélicoïdes;hermaphrodite;;entomogame;capsule;autochore;rose;;4-6;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;;;;9;9;1;3;3;3;3;2;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Geraniales;Geraniaceae;0;0;11014;;;Echium arenarium
esp;9953;25054;08/70.0.2;Erodium chium (L.) Willd.;méditerranéen;racème de cymes unipares hélicoïdes;hermaphrodite;;entomogame;capsule;autochore;rose;;3-6;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;;;;9;9;1;2;3;3;3;2;3;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Geraniales;Geraniaceae;0;0;11139;;;Erodium botrys
subsp;5351;36917;08/70.0.2;Kickxia elatine subsp. crinita (Mabille) Greuter;méditerranéen;fleur solitaire latérale;hermaphrodite;;entomogame;capsule;épizoochore;jaune;bleu;6-10;;;test;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;;;;9;9;2;3;3;3;4;0;4;4;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Lamiales;Plantaginaceae;0;0;11017;;;Kickxia ela. crinita
esp;1751;40927;08/70.0.2;Maresia nana (DC.) Batt.;méditerranéen;racème simple;hermaphrodite;;entomogame;silique;barochore;bleu;;4-5;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;;;;9;9;1;3;3;3;2;1;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Brassicales;Brassicaceae;0;0;11018;;;Maresia nana
esp;1758;41107;08/70.0.2;Matthiola tricuspidata (L.) R.Br.;méditerranéen;racème simple;hermaphrodite;;entomogame;silique;anémochore;rose;;5-7;;;test;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;;;;9;9;1;3;3;3;4;1;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Brassicales;Brassicaceae;0;0;11019;;;Matthiola tricuspidata
esp;3038;41440;08/70.0.2;Medicago praecox DC.;méditerranéen septentrional;racème capituliforme;hermaphrodite;;entomogame;gousse;épizoochore;jaune;;4-6;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;;;;9;9;2;3;3;3;3;0;4;4;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Fabales;Fabaceae;0;0;11020;;;Medicago praecox
esp;1067;43505;08/70.0.2;Nananthea perpusilla (Loisel.) DC.;corso-sarde;racème de capitules;hermaphrodite;;entomogame, autogame;akène;anémochore;blanc, jaune;;4-5;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;Sileno sedoidis - Catapodion marini de Foucault & Bioret 2010 ;;;;9;9;1;4;6;3;4;1;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;11022;;;Nananthea perpusilla
esp;3081;44811;08/70.0.2;Ononis diffusa Ten.;méditerranéen occidental;racème simple;hermaphrodite;;entomogame;gousse;épizoochore;rose;;4-6;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;;;;9;9;1;3;3;3;3;1;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Fabales;Fabaceae;0;0;11023;;;Ononis diffusa
esp;2223;64236;08/70.0.2;Silene mutabilis L.;méditerranéen;cyme bipare;hermaphrodite;;entomogame;capsule;anémochore;blanc, rose;;4-6;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;;;;9;9;2;3;3;3;3;0;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;0;0;7565;;;Silene neglecta *
esp;30374;75382;08/70.0.2;Silene portensis L.;méditerranéen-atlantique;cyme bipare;hermaphrodite;;entomogame;capsule;anémochore;blanc;;;;;test;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;;;;8;7;1;3;3;3;3;1;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;0;0;11026;;;Silene portensis *
esp;7205;72911;08/70.0.2;Vulpia sicula (C.Presl) Link;méditerranéen occidental;épi d'épillets;hermaphrodite;;autogame;caryopse;épizoochore;vert;;4-6;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes;Malcolmietalia lacerae Rivas Goday 1958;;;;;9;9;2;4;6;3;4;0;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;11028;;;Vulpia sicula
esp;1335;2897;08/70.0.2.0.1;Alkanna lutea Moris;méditerranéen occidental;racème de cymes unipares scorpioïdes;hermaphrodite;;entomogame;akène;épizoochore;jaune;;4-6;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes, catalano-provençales à corse;Ornithopo pinnati - Malcolmion ramosissimae (Rivas Goday 1958) de Foucault 1999;;;;;5;9;1;5;4;3;4;1;8;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Boraginales;Boraginaceae;0;0;11029;;;Alkanna lutea
esp;5056;29075;08/70.0.2.0.1;Galium minutulum Jord.;méditerranéen occidental;cyme d'ombelles;hermaphrodite;;entomogame;capsule;épizoochore;blanc;;5-6;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes, catalano-provençales à corse;Ornithopo pinnati - Malcolmion ramosissimae (Rivas Goday 1958) de Foucault 1999;;;;;9;9;1;3;3;3;3;1;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Gentianales;Rubiaceae;0;0;11034;;;Galium minutulum
esp;12502;39221;08/70.0.2.0.1;Linaria flava (Poir.) Desf.;méditerranéen occidental;racème simple;hermaphrodite;;entomogame;capsule;barochore;jaune;jaune;3-4;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes, catalano-provençales à corse;Ornithopo pinnati - Malcolmion ramosissimae (Rivas Goday 1958) de Foucault 1999;;;;;9;9;1;3;3;3;4;1;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Lamiales;Plantaginaceae;0;0;11036;;;Linaria flava
subsp(uni);5364;39223;08/70.0.2.0.1;Linaria flava subsp. sardoa (Sommier) A.Terracc.;méditerranéen (corso-sarde);racème simple;hermaphrodite;;entomogame;capsule;barochore;jaune;jaune;3-4;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes, catalano-provençales à corse;Ornithopo pinnati - Malcolmion ramosissimae (Rivas Goday 1958) de Foucault 1999;;;;;9;9;1;3;3;3;4;1;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Lamiales;Plantaginaceae;0;0;11036;;;Linaria flava
esp;30215;75223;08/70.0.2.0.1;Loeflingia hispanica L. ;méditerranéen;cyme bipare;hermaphrodite;;entomogame;capsule;barochore;vert;;4-6;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes, catalano-provençales à corse;Ornithopo pinnati - Malcolmion ramosissimae (Rivas Goday 1958) de Foucault 1999;;;;;9;9;2;3;3;3;3;0;4;4;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;0;0;11038;;;Loeflingia hispanica *
esp;1752;164542;08/70.0.2.0.1;Marcus-kochia ramosissima (Desf.) Al-Shehbaz;méditerranéen occidental;racème simple;hermaphrodite;;entomogame;silique;barochore;bleu;;4-5;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes, catalano-provençales à corse;Ornithopo pinnati - Malcolmion ramosissimae (Rivas Goday 1958) de Foucault 1999;;;;;9;9;1;3;3;3;3;1;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Brassicales;Brassicaceae;0;0;11039;;;Malcolmia ramosissima
subsp;1418;43318;08/70.0.2.0.1;Myosotis ramosissima subsp. lebelii (Nyman) Blaise;européen occidental;cyme biscorpioïde;hermaphrodite;;entomogame, autogame;akène;épizoochore;blanc;;4-6;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes, catalano-provençales à corse;Ornithopo pinnati - Malcolmion ramosissimae (Rivas Goday 1958) de Foucault 1999;;;;;9;6;1;3;3;3;3;1;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Boraginales;Boraginaceae;0;0;11040;;;Myosotis ruscinonensis
subsp;2159;51114;08/70.0.2.0.1;Polycarpon tetraphyllum subsp. alsinifolium (Biv.) Ball;méditerranéen;cyme bipare;hermaphrodite;;entomogame;capsule;épizoochore;blanc;;3-10;;;test;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes, catalano-provençales à corse;Ornithopo pinnati - Malcolmion ramosissimae (Rivas Goday 1958) de Foucault 1999;;;;;9;9;1;3;3;3;3;1;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;0;0;11042;;;Polycarpon alsinifolium
esp;2245;64357;08/70.0.2.0.1;Silene sericea All.;méditerranéen;cyme bipare;hermaphrodite;;entomogame;capsule;anémochore;rose;;6-7;;;test;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes, catalano-provençales à corse;Ornithopo pinnati - Malcolmion ramosissimae (Rivas Goday 1958) de Foucault 1999;Sileno sedoidis - Catapodion marini de Foucault & Bioret 2010 ;;;;9;9;1;3;3;3;3;1;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;0;0;11043;;;Silene sericea
esp;14935;72941;08/70.0.2.0.1;Wahlenbergia lobelioides (L.f.) Link;baléarico-corso-sarde;cyme unipare hélicoïde;hermaphrodite;protandre;entomogame, autogame;capsule;épizoochore;bleu;;;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes, catalano-provençales à corse;Ornithopo pinnati - Malcolmion ramosissimae (Rivas Goday 1958) de Foucault 1999;;;;;9;9;1;3;3;3;3;0;6;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Campanulaceae;0;0;13790;;;Wahlenbergia lobelioides *
subsp(uni);1944;72943;08/70.0.2.0.1;Wahlenbergia lobelioides subsp. nutabunda (Guss.) Murb.;baléarico-corso-sarde;cyme unipare hélicoïde;hermaphrodite;protandre;entomogame, autogame;capsule;épizoochore;bleu;;3-4;;;tver;thérophytaie;annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes, catalano-provençales à corse;Ornithopo pinnati - Malcolmion ramosissimae (Rivas Goday 1958) de Foucault 1999;;;;;9;9;1;3;3;3;3;0;6;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Campanulaceae;0;0;11045;;;Wahlenbergia nutabunda
esp;6577;911;08/71.;Aegilops biuncialis Vis.;subtropical(paléo);épi d'épillets;hermaphrodite;;anémogame;caryopse;épizoochore;vert;;5-6;;;tver;thérophytaie;annuelles des tonsures basophiles, européennes;Stipello capensis - Brachypodietea distachyi (Braun-Blanquet 1947) Brullo 1985;;;;;8;9;5;2;3;7;6;0;2;2;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;11046;;;Aegilops lorentii
esp;1988;6230;08/71.;Arenaria leptoclados (Rchb.) Guss.;circumboréal;cyme bipare;hermaphrodite;;entomogame;capsule;anémochore;blanc;;5-7;;;test;thérophytaie;annuelles des tonsures basophiles, européennes;Stipello capensis - Brachypodietea distachyi (Braun-Blanquet 1947) Brullo 1985;;Valantio muralis - Galion muralis Brullo in Brullo & Marceno 1985;;;7;5;5;3;4;7;4;0;2;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;0;0;1038;;;Arenaria leptoclados
esp;31928;81328;08/71.;Arenaria picta Sm.;eurasiatique méridional;cyme bipare;hermaphrodite;;entomogame;capsule;;;;;;;test;thérophytaie;annuelles des tonsures basophiles, européennes;Stipello capensis - Brachypodietea distachyi (Braun-Blanquet 1947) Brullo 1985;;;;;8;6;4;3;4;7;4;0;2;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;0;0;13791;;;Arenaria picta *
esp;8642;6292;08/71.;Arenaria serpyllifolia L.;circumboréal;cyme bipare;hermaphrodite;;entomogame, autogame;capsule;anémochore;blanc;;5-7;;;test(hbis);thérophytaie;annuelles des tonsures basophiles, européennes;Stipello capensis - Brachypodietea distachyi (Braun-Blanquet 1947) Brullo 1985;;;;;8;5;5;3;4;7;4;0;2;2;8;x;x;4;7;x;0;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;;;;;;
esp;2829;8166;08/71.;Astragalus sesameus L.;méditerranéen occidental;racème capituliforme;hermaphrodite;;entomogame;gousse;épizoochore;bleu;;4-6;;;tver;thérophytaie;annuelles des tonsures basophiles, européennes;Stipello capensis - Brachypodietea distachyi (Braun-Blanquet 1947) Brullo 1985;;Valantio muralis - Galion muralis Brullo in Brullo & Marceno 1985;;;8;8;4;3;4;7;4;0;2;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Fabales;Fabaceae;0;0;11047;;;Astragalus sesameus
esp;2194;8315;08/71.;Atocion armeria (L.) Raf.;méditerranéen(eury);cyme bipare;hermaphrodite;;entomogame;capsule;anémochore;blanc, rose;;6-8;;;test;thérophytaie;annuelles des tonsures basophiles, européennes;Stipello capensis - Brachypodietea distachyi (Braun-Blanquet 1947) Brullo 1985;;;;;7;7;4;3;4;5;2;0;2;2;7;7;4;4;5;2;0;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;0;0;967;;;Silene armeria
esp;9159;14806;08/71.;Catapodium rigidum (L.) C.E.Hubb.;européen;épi d'épillets;hermaphrodite;protandre;anémogame;caryopse;épizoochore;vert;;5-7;;;test;thérophytaie;annuelles des tonsures basophiles, européennes;Stipello capensis - Brachypodietea distachyi (Braun-Blanquet 1947) Brullo 1985;;;;;9;6;3;5;3;7;2;0;5;3;9;6;3;2;7;1;0;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;293;;;Desmazeria rigida
esp;9954;25064;08/71.;Erodium cicutarium (L.) L'Hér.;cosmopolite;racème de cymes unipares hélicoïdes;hermaphrodite, dioïque;protandre;entomogame, autogame;capsule;autochore;rose;;;;;test;thérophytaie;annuelles des tonsures basophiles, européennes;Stipello capensis - Brachypodietea distachyi (Braun-Blanquet 1947) Brullo 1985;;;;;8;6;5;4;4;5;6;0;5;3;8;6;5;4;x;x;0;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Geraniales;Geraniaceae;0;0;1905;;;Erodium cicutarium
subsp;9955;25074;08/71.;Erodium cicutarium (L.) L'Hér. subsp. cicutarium;cosmopolite;racème de cymes unipares hélicoïdes;hermaphrodite, dioïque;protandre;entomogame, autogame;capsule;autochore;rose;;;;;test;thérophytaie;annuelles des tonsures basophiles, européennes;Stipello capensis - Brachypodietea distachyi (Braun-Blanquet 1947) Brullo 1985;;;;;8;6;5;4;4;5;6;0;5;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Geraniales;Geraniaceae;0;0;1905;;;Erodium cicutarium
esp;3256;25338;08/71.;Ervum gracile (Lois.) DC.;méditerranéen(eury);racème simple;hermaphrodite;;entomogame;gousse;anémochore;blanc;bleu;5-7;;;test;thérophytaie;annuelles des tonsures basophiles, européennes;Stipello capensis - Brachypodietea distachyi (Braun-Blanquet 1947) Brullo 1985;;;;;7;7;4;3;3;5;6;0;3;2;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Fabales;Fabaceae;0;0;1823;;;Vicia tenuissima
esp;31959;81389;08/71.;Euphorbia akenocarpa Guss.;méditerranéen;cyathe;monoïque;;entomogame;capsule;;jaune;;;;;test;thérophytaie;annuelles des tonsures basophiles, européennes;Stipello capensis - Brachypodietea distachyi (Braun-Blanquet 1947) Brullo 1985;;;;;9;8;4;3;3;5;5;0;5;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Malpighiales;Euphorbiaceae;0;0;13796;;;Euphorbia akenocarpa
esp;30115;75123;08/71.;Euphorbia exigua L. ;européen méridional;cyathe;monoïque;;entomogame;capsule;myrmécochore;jaune;;4-10;;;test;thérophytaie;annuelles des tonsures basophiles, européennes;Stipello capensis - Brachypodietea distachyi (Braun-Blanquet 1947) Brullo 1985;;;;;7;7;4;4;4;8;4;0;2;2;6;6;4;4;8;4;0;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Malpighiales;Euphorbiaceae;0;0;1965;;;Euphorbia exigua
esp;793;27874;08/71.;Filago eriocephala Guss.;méditerranéen;capitule de capitules;gynomonoïque;;entomogame, autogame;akène;anémochore;jaune;;;;;test;thérophytaie;annuelles des tonsures basophiles, européennes;Stipello capensis - Brachypodietea distachyi (Braun-Blanquet 1947) Brullo 1985;;;;;9;8;4;3;3;5;2;0;5;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;11048;;;Filago eriocephala
esp;796;27900;08/71.;Filago germanica L. [1763];méditerranéen(eury);capitule de capitules;gynomonoïque;;entomogame, autogame;akène;anémochore;jaune;;7-9;;;test;thérophytaie;annuelles des tonsures basophiles, européennes;Stipello capensis - Brachypodietea distachyi (Braun-Blanquet 1947) Brullo 1985;;Brometalia rubenti - tectorum Rivas-Martínez & Izco 1977;;;8;7;4;3;3;5;2;0;5;1;8;7;3;3;x;2;0;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;3048;;;Filago vulgaris
